Código;Fundo;Data;Cota;Variação;Captação;Resgate;PL;Cotistas
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;10/11/2022;2,281072;-0,56%;R$ 0,00;R$ 717.716,83;R$ 307.670.637,61;2.777
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;09/11/2022;2,293838;-0,11%;R$ 600,00;R$ 681.740,86;R$ 310.114.239,81;2.784
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;08/11/2022;2,296411;-0,02%;R$ 8.000,00;R$ 307.595,11;R$ 311.144.020,59;2.789
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;07/11/2022;2,296802;-0,14%;R$ 5.310,00;R$ 522.326,77;R$ 311.496.594,51;2.793
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;04/11/2022;2,299987;0,10%;R$ 82.000,00;R$ 468.722,98;R$ 312.446.332,37;2.798
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;03/11/2022;2,29759;-0,03%;R$ 8.280,00;R$ 355.225,12;R$ 312.506.937,59;2.805
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;01/11/2022;2,298344;-0,01%;R$ 0,00;R$ 1.345.012,23;R$ 312.956.576,65;2.811
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;31/10/2022;2,29868766;0,36%;R$ 0,00;R$ 991.374,96;R$ 314.348.604,59;2.816
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;28/10/2022;2,2904101;0,06%;R$ 0,00;R$ 704.293,05;R$ 314.204.441,76;2.822
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;27/10/2022;2,28910784;0,27%;R$ 2.500,00;R$ 390.351,16;R$ 314.729.687,10;2.827
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;26/10/2022;2,28305154;0,00%;R$ 30.500,00;R$ 601.191,59;R$ 314.283.830,41;2.833
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;25/10/2022;2,28310223;-0,02%;R$ 12.560,60;R$ 1.020.704,56;R$ 314.861.513,37;2.840
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;24/10/2022;2,28358847;0,00%;R$ 11.000,00;R$ 1.479.413,74;R$ 315.936.929,26;2.848
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;21/10/2022;2,28355989;0,11%;R$ 98.072,45;R$ 419.873,26;R$ 317.401.370,75;2.855
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;20/10/2022;2,28106071;0,08%;R$ 390,00;R$ 1.303.276,08;R$ 317.375.447,36;2.860
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;19/10/2022;2,27916711;0,12%;R$ 6.211,67;R$ 444.765,41;R$ 318.413.786,42;2.871
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;18/10/2022;2,27649345;0,13%;R$ 5.900,00;R$ 839.315,28;R$ 318.478.298,19;2.879
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;17/10/2022;2,273594;0,09%;R$ 174.338,65;R$ 384.228,82;R$ 318.905.023,77;2.887
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;14/10/2022;2,27146848;0,08%;R$ 0,00;R$ 975.534,57;R$ 318.816.581,97;2.890
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;13/10/2022;2,26970088;0,07%;R$ 58.000,00;R$ 1.114.853,19;R$ 319.543.262,93;2.898
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;11/10/2022;2,26803589;0,05%;R$ 0,00;R$ 390.766,29;R$ 320.364.931,92;2.907
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;10/10/2022;2,26700764;-0,03%;R$ 9.600,00;R$ 1.647.925,61;R$ 320.610.279,12;2.912
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;07/10/2022;2,26761405;0,05%;R$ 0,00;R$ 1.195.674,24;R$ 322.334.804,19;2.922
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;06/10/2022;2,26652693;0,07%;R$ 0,00;R$ 3.026.163,31;R$ 323.375.373,46;2.930
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;05/10/2022;2,26493866;0,14%;R$ 0,00;R$ 666.141,80;R$ 326.172.810,73;2.941
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;04/10/2022;2,26170626;-0,03%;R$ 171.004,81;R$ 1.510.995,58;R$ 326.372.505,47;2.948
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;03/10/2022;2,26235161;0,10%;R$ 600,00;R$ 892.281,10;R$ 327.806.005,76;2.958
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;30/09/2022;2,26011134;0,12%;R$ 0,00;R$ 1.370.586,59;R$ 328.372.197,03;2.966
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;29/09/2022;2,25749315;0,09%;R$ 21.300,00;R$ 1.485.600,47;R$ 329.360.797,73;2.980
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;28/09/2022;2,25535654;-0,12%;R$ 0,00;R$ 1.586.651,91;R$ 330.511.988,25;2.993
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;27/09/2022;2,25796334;0,15%;R$ 0,00;R$ 1.012.520,80;R$ 332.482.489,46;3.006
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;26/09/2022;2,25459207;-0,21%;R$ 90.000,00;R$ 2.189.590,66;R$ 332.997.081,91;3.013
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;23/09/2022;2,25941129;-0,24%;R$ 20.000,00;R$ 1.392.675,24;R$ 335.812.946,25;3.027
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;22/09/2022;2,26487978;0,34%;R$ 0,00;R$ 736.994,05;R$ 338.001.718,09;3.038
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;21/09/2022;2,25715957;0,15%;R$ 12.200,00;R$ 2.311.338,78;R$ 337.584.066,49;3.045
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;20/09/2022;2,25369165;0,03%;R$ 24.914,00;R$ 2.299.457,18;R$ 339.361.005,52;3.058
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;19/09/2022;2,25299735;0,00%;R$ 0,00;R$ 1.669.773,41;R$ 341.530.299,70;3.073
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;16/09/2022;2,2529094;0,13%;R$ 1.000,00;R$ 1.475.822,56;R$ 343.186.676,46;3.090
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;15/09/2022;2,24987231;-0,17%;R$ 41.680,00;R$ 648.922,47;R$ 344.196.868,53;3.107
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;14/09/2022;2,25379821;0,14%;R$ 3.657,42;R$ 1.878.246,79;R$ 345.405.775,60;3.118
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;13/09/2022;2,25069591;-0,01%;R$ 60.000,00;R$ 500.310,70;R$ 346.802.341,90;3.128
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;12/09/2022;2,25087301;-0,10%;R$ 5.000,00;R$ 895.557,94;R$ 347.269.976,02;3.133
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;09/09/2022;2,2531521;0,11%;R$ 8.000,00;R$ 1.091.066,36;R$ 348.513.058,03;3.141
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;08/09/2022;2,25067647;0,11%;R$ 9.000,00;R$ 1.520.086,49;R$ 349.212.009,20;3.152
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;06/09/2022;2,24816712;-0,22%;R$ 0,00;R$ 684.549,25;R$ 350.332.064,34;3.162
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;05/09/2022;2,25306945;-0,03%;R$ 25.000,00;R$ 741.764,29;R$ 351.782.036,34;3.170
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;02/09/2022;2,25383705;0,05%;R$ 29.000,00;R$ 927.049,44;R$ 352.618.893,69;3.177
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;01/09/2022;2,25262058;0,15%;R$ 1.120,00;R$ 1.477.543,09;R$ 353.326.139,28;3.187
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;31/08/2022;2,24927115;0,11%;R$ 50.000,00;R$ 1.315.806,50;R$ 354.275.005,06;3.194
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;30/08/2022;2,24677916;-0,08%;R$ 0,00;R$ 1.271.801,36;R$ 355.146.904,08;3.206
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;29/08/2022;2,24864539;-0,09%;R$ 1.500,00;R$ 1.645.780,91;R$ 356.714.754,82;3.219
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;26/08/2022;2,25073095;0,02%;R$ 19.800,00;R$ 3.451.375,83;R$ 358.691.404,32;3.233
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;25/08/2022;2,25019687;-0,09%;R$ 5.000,00;R$ 2.660.741,91;R$ 362.037.051,44;3.252
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;24/08/2022;2,25213337;-0,01%;R$ 1.000,00;R$ 1.480.583,64;R$ 365.006.646,00;3.264
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;23/08/2022;2,25226346;0,09%;R$ 0,00;R$ 833.999,57;R$ 366.507.399,07;3.275
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;22/08/2022;2,25031098;-0,03%;R$ 30.000,00;R$ 3.020.268,02;R$ 367.022.950,72;3.282
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;19/08/2022;2,25105502;-0,01%;R$ 177.300,00;R$ 1.019.707,29;R$ 370.135.559,69;3.297
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;18/08/2022;2,25122573;0,05%;R$ 25.000,00;R$ 1.502.925,40;R$ 371.006.100,61;3.306
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;17/08/2022;2,25002202;-0,05%;R$ 126.366,29;R$ 1.415.705,10;R$ 372.284.861,23;3.317
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;16/08/2022;2,25123314;-0,07%;R$ 37.700,00;R$ 744.101,70;R$ 373.775.284,68;3.330
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;15/08/2022;2,25280198;0,06%;R$ 38.250,00;R$ 1.313.586,63;R$ 374.742.655,29;3.338
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;12/08/2022;2,25136936;0,14%;R$ 52.753,25;R$ 1.962.613,77;R$ 375.778.871,84;3.346
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;11/08/2022;2,24818097;-0,09%;R$ 250.000,00;R$ 2.702.428,98;R$ 377.153.849,94;3.355
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;10/08/2022;2,250122;-0,02%;R$ 88.593,00;R$ 1.259.315,99;R$ 379.934.022,53;3.369
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;09/08/2022;2,25062429;-0,08%;R$ 300,00;R$ 1.597.291,28;R$ 381.189.817,83;3.380
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;08/08/2022;2,25240062;0,07%;R$ 63.500,00;R$ 1.254.571,24;R$ 383.088.927,69;3.396
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;05/08/2022;2,25083866;0,06%;R$ 0,00;R$ 1.675.557,27;R$ 384.013.515,00;3.404
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;04/08/2022;2,24941395;0,37%;R$ 742.472,88;R$ 1.816.297,95;R$ 385.444.942,70;3.419
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;03/08/2022;2,24112685;0,11%;R$ 0,00;R$ 2.845.082,68;R$ 385.094.789,57;3.438
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;02/08/2022;2,23872666;-0,06%;R$ 12.000,00;R$ 1.579.903,82;R$ 387.524.398,01;3.446
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;01/08/2022;2,24006651;0,06%;R$ 23.160,00;R$ 5.533.205,16;R$ 389.325.167,84;3.458
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;29/07/2022;2,23865784;0,18%;R$ 101.000,00;R$ 3.366.081,16;R$ 394.586.921,43;3.481
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;28/07/2022;2,234696;0,22%;R$ 65.000,00;R$ 1.410.203,74;R$ 397.147.857,98;3.492
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;27/07/2022;2,229752;0,10%;R$ 1.000,00;R$ 1.265.476,89;R$ 397.611.474,21;3.508
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;26/07/2022;2,227459;-0,03%;R$ 16.000,00;R$ 5.666.887,04;R$ 398.465.759,57;3.523
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;25/07/2022;2,228034;-0,01%;R$ 1.500,00;R$ 1.893.392,67;R$ 404.221.040,14;3.538
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;22/07/2022;2,228227;0,10%;R$ 1.000,00;R$ 1.809.188,13;R$ 406.148.130,90;3.561
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;21/07/2022;2,22597;-0,03%;R$ 5.000,00;R$ 1.175.364,51;R$ 407.542.996,15;3.580
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;20/07/2022;2,226537;0,20%;R$ 10.000,00;R$ 1.598.324,78;R$ 408.817.562,39;3.593
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;19/07/2022;2,222002;-0,20%;R$ 2.400,00;R$ 1.308.909,63;R$ 409.569.824,49;3.608
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;18/07/2022;2,226475;-0,27%;R$ 52.000,00;R$ 1.187.058,18;R$ 411.703.463,64;3.619
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;15/07/2022;2,232424;0,13%;R$ 55.979,00;R$ 2.374.044,79;R$ 413.941.750,13;3.631
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;14/07/2022;2,229622;-0,09%;R$ 60.200,00;R$ 2.018.769,38;R$ 415.737.297,48;3.656
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;13/07/2022;2,231581;0,03%;R$ 68.295,30;R$ 2.095.442,51;R$ 418.062.854,48;3.674
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;12/07/2022;2,230851;0,03%;R$ 9.791,22;R$ 2.068.979,53;R$ 419.952.479,78;3.688
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;11/07/2022;2,230139;-0,16%;R$ 42.000,00;R$ 1.468.644,96;R$ 421.877.100,55;3.711
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;08/07/2022;2,233712;-0,15%;R$ 0,00;R$ 2.545.505,39;R$ 423.981.986,64;3.728
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;07/07/2022;2,237161;0,08%;R$ 0,00;R$ 1.168.709,63;R$ 427.185.999,31;3.741
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;06/07/2022;2,235436;-0,09%;R$ 0,00;R$ 2.159.761,96;R$ 428.024.318,17;3.757
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;05/07/2022;2,237515;-0,11%;R$ 11.900,00;R$ 1.163.580,29;R$ 430.584.177,08;3.777
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;04/07/2022;2,240021;-0,08%;R$ 47.000,00;R$ 582.870,10;R$ 432.219.524,38;3.783
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;01/07/2022;2,241756;-0,18%;R$ 181.150,00;R$ 2.348.376,99;R$ 433.090.566,82;3.791
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;30/06/2022;2,245754;0,16%;R$ 216.844,67;R$ 401.731,00;R$ 436.033.965,29;3.796
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;29/06/2022;2,242062;-0,06%;R$ 19.000,00;R$ 1.363.198,43;R$ 435.501.835,37;3.800
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;28/06/2022;2,243335;-0,22%;R$ 257.505,39;R$ 828.721,24;R$ 437.094.075,86;3.813
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;27/06/2022;2,248336;-0,05%;R$ 70.980,00;R$ 956.970,22;R$ 438.640.942,00;3.819
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;24/06/2022;2,249455;0,11%;R$ 1.300.000,00;R$ 2.425.785,18;R$ 439.745.708,68;3.826
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;23/06/2022;2,247014;0,17%;R$ 214.763,89;R$ 1.180.404,52;R$ 440.393.026,06;3.836
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;22/06/2022;2,243293;-0,13%;R$ 67.000,00;R$ 2.138.448,80;R$ 440.627.710,41;3.848
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;21/06/2022;2,246108;-0,18%;R$ 887.000,00;R$ 2.333.906,40;R$ 443.254.719,12;3.864
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;20/06/2022;2,250114;-0,03%;R$ 231.143,25;R$ 2.100.487,17;R$ 445.494.748,62;3.871
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;17/06/2022;2,250787;0,13%;R$ 747.400,00;R$ 1.218.256,02;R$ 447.497.887,91;3.878
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;15/06/2022;2,247822;0,44%;R$ 339.905,92;R$ 416.768,12;R$ 447.378.689,52;3.890
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;14/06/2022;2,237958;-0,08%;R$ 129.522,13;R$ 854.252,85;R$ 445.491.888,18;3.896
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;13/06/2022;2,239827;-0,09%;R$ 231.750,00;R$ 1.205.164,46;R$ 446.589.271,27;3.902
13004;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO;10/06/2022;2,241743;0,11%;R$ 622.661,00;R$ 403.162,97;R$ 447.945.573,17;3.909
